name,x,y
000182@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,492,4468
000183@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4519,3334
000185@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,5761,843
000187@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3229,4444
000188@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2226,5183
000190@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,6647,4143
000191@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,5796,5001
000192@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,6771,3069
000194@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,5820,1292
000195@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1370,1765
000196@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,732,1590
000197@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,5670,4375
000198@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2927,1798
000199@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4194,2813
000200@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2127,2455
000201@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,6281,5104
000202@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,6582,3237
000203@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4450,2768
000204@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4710,1176
000205@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4331,3508
000206@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,5473,5215
000207@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4852,560
000208@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1282,5461
000209@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1704,6112
000211@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1237,4393
000212@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,370,7256
000213@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3471,2795
000214@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1519,3427
000215@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3131,6422
000216@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1469,7124
000217@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3459,3657
000218@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,702,4709
000219@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2812,6508
000220@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2525,2216
000221@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2344,4692
000222@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,6044,5074
000223@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,921,5920
000224@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1649,1094
000225@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2168,1526
000226@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,942,6175
000228@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2920,1295
000230@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4914,4529
000231@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2980,3200
000232@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1239,7094
000233@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,5426,292
