img_no 	 min_val 	max_val 	 ang_x 	 ang_y 	 ang_z 
984 	 -0.000647 	 1.327871 	 -1.352217 	 -0.260352 	 -2.025382 
985 	 -0.000393 	 1.183975 	 0.318028 	 -0.310704 	 0.244277 
986 	 -0.000411 	 1.234965 	 2.040963 	 0.550664 	 3.047437 
987 	 -0.000290 	 1.177751 	 2.219014 	 -0.750652 	 2.300928 
988 	 -0.000732 	 1.364722 	 -1.414713 	 0.003393 	 -1.631392 
989 	 -0.000898 	 1.270608 	 1.775764 	 0.122451 	 -1.267735 
990 	 -0.000559 	 1.309415 	 -0.414847 	 1.274636 	 0.744970 
991 	 -0.000174 	 1.174224 	 -3.045288 	 -0.647362 	 2.221120 
992 	 -0.000231 	 1.319649 	 0.794133 	 0.609550 	 -2.173284 
993 	 -0.000275 	 1.316990 	 1.464589 	 0.480288 	 2.389558 
994 	 -0.000448 	 1.190434 	 1.950229 	 -0.591680 	 2.796091 
995 	 -0.000169 	 1.163622 	 0.251256 	 0.880004 	 0.779914 
996 	 -0.000371 	 1.214331 	 2.371455 	 -1.392280 	 2.736782 
997 	 -0.000209 	 1.335076 	 0.008233 	 0.946661 	 -2.965062 
998 	 -0.000308 	 1.424518 	 -2.788643 	 -0.102205 	 1.111307 
999 	 -0.000151 	 1.228235 	 2.434830 	 -0.732101 	 -3.054377 
1000 	 -0.000531 	 1.188962 	 0.330874 	 0.822220 	 1.945154 
1001 	 -0.000354 	 1.115168 	 1.332146 	 -0.047020 	 -0.442835 
1002 	 -0.000674 	 1.222957 	 -2.492496 	 -0.352438 	 -0.173080 
1003 	 -0.000218 	 1.072363 	 1.044950 	 -0.710715 	 3.072214 
1004 	 -0.000631 	 1.380861 	 1.037061 	 0.457610 	 1.464175 
1005 	 -0.000827 	 1.314773 	 -0.400180 	 -1.296221 	 0.616598 
1006 	 -0.000433 	 1.214195 	 -0.316801 	 -0.068572 	 -2.550781 
1007 	 -0.000238 	 1.200535 	 -1.808669 	 0.925790 	 0.414835 
1008 	 -0.000897 	 1.169244 	 3.042686 	 -0.505818 	 -1.904665 
1009 	 -0.000379 	 1.394815 	 -2.427930 	 -0.054584 	 1.270024 
1010 	 -0.000324 	 1.352854 	 0.160301 	 -0.462687 	 2.568040 
1011 	 -0.000368 	 1.155572 	 -2.563524 	 -0.326872 	 0.397940 
1012 	 -0.000329 	 1.333363 	 -2.626507 	 1.139121 	 0.362656 
1013 	 -0.000263 	 1.436205 	 0.636164 	 0.530662 	 -0.139955 
1014 	 -0.000565 	 1.422099 	 0.571264 	 -0.373516 	 1.928461 
1015 	 -0.001145 	 1.262849 	 -1.208301 	 0.824059 	 -2.054066 
1016 	 -0.000203 	 1.320689 	 1.494055 	 0.979940 	 -0.311625 
1017 	 -0.000789 	 1.312007 	 -0.039112 	 -0.091093 	 -1.934018 
1018 	 -0.000723 	 1.350995 	 -2.244328 	 0.685917 	 1.550580 
1019 	 -0.000499 	 1.139988 	 2.675825 	 0.967645 	 -1.240059 
1020 	 -0.000178 	 1.328954 	 -0.290401 	 -0.814853 	 2.807947 
1021 	 -0.000958 	 1.134667 	 2.667789 	 0.035616 	 -1.768321 
1022 	 -0.000329 	 1.493684 	 0.787301 	 0.579966 	 1.992613 
1023 	 -0.000456 	 1.232265 	 -1.119074 	 -0.303702 	 -2.299901 
1024 	 -0.000219 	 1.416783 	 -1.888098 	 -0.617478 	 -2.120865 
1025 	 -0.000298 	 1.381080 	 -0.482799 	 1.163288 	 -2.263690 
1026 	 -0.000947 	 1.158213 	 -2.634778 	 -1.160526 	 0.836030 
1027 	 -0.000244 	 1.297957 	 3.118967 	 1.164481 	 2.756839 
1028 	 -0.000311 	 1.065765 	 -2.535149 	 1.434663 	 2.853420 
1029 	 -0.000508 	 1.351956 	 2.815194 	 -0.335217 	 -0.695008 
1030 	 -0.000606 	 1.088225 	 -0.734540 	 0.390286 	 -1.388771 
1031 	 -0.000163 	 1.415260 	 1.112202 	 0.458830 	 -1.003665 
1032 	 -0.000963 	 1.222250 	 0.367223 	 0.007119 	 1.657776 
1033 	 -0.000242 	 1.308699 	 -1.609687 	 -0.648575 	 1.015352 
1034 	 -0.000379 	 1.196623 	 0.539455 	 1.309143 	 -0.283493 
1035 	 -0.002238 	 1.304325 	 1.261700 	 -0.126627 	 1.558091 
1036 	 -0.000396 	 1.354533 	 2.396879 	 -1.058211 	 0.659642 
1037 	 -0.000207 	 1.374024 	 -1.247965 	 -0.899789 	 0.075461 
1038 	 -0.000704 	 1.096205 	 2.658744 	 0.159476 	 -1.528653 
1039 	 -0.000252 	 1.495759 	 0.179106 	 1.028376 	 -0.224433 
1040 	 -0.000221 	 1.375206 	 -0.596105 	 0.711533 	 -0.949645 
1041 	 -0.000265 	 1.168324 	 0.330543 	 -0.861329 	 -2.908895 
1042 	 -0.000574 	 1.369949 	 0.988659 	 -0.059460 	 0.092781 
1043 	 -0.000265 	 1.197881 	 -0.604295 	 0.566814 	 -2.989288 
1044 	 -0.000296 	 1.152485 	 0.267509 	 -1.095632 	 0.672023 
1045 	 -0.000553 	 1.253976 	 -1.562970 	 0.337577 	 -1.949191 
1046 	 -0.000849 	 1.259931 	 -2.832451 	 0.925128 	 -1.144009 
1047 	 -0.000472 	 1.098702 	 2.443852 	 0.731431 	 -1.698025 
1048 	 -0.000250 	 1.243506 	 1.394705 	 -0.173143 	 0.659126 
1049 	 -0.001085 	 1.266716 	 -2.114023 	 -0.741700 	 -0.363701 
1050 	 -0.000303 	 1.431396 	 2.472693 	 -0.692092 	 2.827177 
1051 	 -0.000386 	 1.159283 	 -1.012049 	 -1.011094 	 -1.408999 
1052 	 -0.001007 	 1.539926 	 1.365092 	 -1.143958 	 -1.196680 
1053 	 -0.000522 	 1.213557 	 2.843545 	 0.863218 	 -1.988669 
1054 	 -0.000143 	 1.234386 	 1.634818 	 -0.454066 	 -2.592853 
1055 	 -0.000271 	 1.175184 	 -2.034114 	 -0.328950 	 -0.372299 
1056 	 -0.000192 	 1.102563 	 2.284158 	 0.194288 	 -2.104270 
1057 	 -0.000658 	 1.182026 	 -2.802110 	 -0.277943 	 1.526093 
1058 	 -0.000586 	 1.311462 	 0.860562 	 1.280529 	 -2.048557 
1059 	 -0.000383 	 1.404552 	 1.035125 	 0.798945 	 1.191012 
1060 	 -0.000327 	 1.381517 	 1.904005 	 -0.063108 	 2.105898 
1061 	 -0.000400 	 1.348675 	 3.076022 	 -0.167761 	 -0.054988 
1062 	 -0.000331 	 1.506910 	 1.489041 	 0.510680 	 -2.131135 
1063 	 -0.001193 	 1.389216 	 1.428254 	 1.088642 	 -1.775952 
1064 	 -0.000310 	 1.126916 	 0.597306 	 0.398053 	 -1.840302 
1065 	 -0.000461 	 1.237360 	 3.023892 	 0.461788 	 -1.846231 
1066 	 -0.000359 	 1.096757 	 -2.339787 	 0.412473 	 -3.064676 
1067 	 -0.000386 	 1.088230 	 -1.535659 	 -0.086851 	 -2.753522 
1068 	 -0.000231 	 1.236642 	 -3.094688 	 -0.505311 	 0.043935 
1069 	 -0.000195 	 1.378771 	 1.201931 	 -0.557366 	 0.473380 
1070 	 -0.000856 	 1.327471 	 -1.479042 	 0.205284 	 -1.840956 
1071 	 -0.000534 	 1.209690 	 -0.274085 	 0.480891 	 -1.516484 
1072 	 -0.001353 	 1.161507 	 -2.812865 	 1.289491 	 2.788683 
1073 	 -0.000547 	 1.233251 	 -1.263901 	 -0.455925 	 0.681233 
1074 	 -0.000339 	 1.302268 	 0.231678 	 -0.117625 	 2.695504 
1075 	 -0.000465 	 1.286366 	 0.597718 	 0.215301 	 -2.710834 
1076 	 -0.000311 	 1.436523 	 -0.209011 	 -0.545677 	 1.053608 
1077 	 -0.000154 	 1.309986 	 -0.475089 	 0.300066 	 2.307361 
1078 	 -0.000942 	 1.123081 	 2.578030 	 -0.582248 	 -1.653319 
1079 	 -0.000311 	 1.136842 	 2.532976 	 0.666297 	 -2.294551 
1080 	 -0.000471 	 1.507271 	 -0.137508 	 1.287407 	 -1.845601 
1081 	 -0.000204 	 1.321124 	 0.111773 	 -0.635630 	 2.557027 
1082 	 -0.001098 	 1.296896 	 -0.894178 	 1.523908 	 -1.514125 
1083 	 -0.000208 	 1.288648 	 1.851173 	 -0.937947 	 -2.285184 
1084 	 -0.000342 	 1.154583 	 0.175504 	 -0.375458 	 -0.259462 
1085 	 -0.000604 	 1.165389 	 2.681894 	 0.639976 	 -1.831893 
1086 	 -0.000192 	 1.157475 	 -1.933266 	 0.138144 	 2.230064 
1087 	 -0.000704 	 1.408242 	 -1.035250 	 0.338685 	 1.957005 
1088 	 -0.000183 	 1.287244 	 2.527461 	 -1.233527 	 -2.947368 
1089 	 -0.000211 	 1.316978 	 -2.829063 	 -1.100314 	 2.649663 
1090 	 -0.000451 	 1.276746 	 -0.302937 	 0.446702 	 -2.341708 
1091 	 -0.000393 	 1.154401 	 -2.472509 	 -0.269016 	 -2.701993 
1092 	 -0.000220 	 1.207643 	 -2.321730 	 0.551381 	 -1.075325 
1093 	 -0.000645 	 1.201811 	 0.299179 	 0.771498 	 2.367590 
1094 	 -0.000243 	 1.190454 	 -0.840224 	 0.390162 	 0.969742 
1095 	 -0.000575 	 1.321366 	 1.472641 	 -0.290876 	 0.123904 
1096 	 -0.000599 	 1.399452 	 0.930916 	 0.590041 	 -1.299697 
1097 	 -0.000625 	 1.283580 	 -1.431027 	 0.533124 	 -1.348942 
1098 	 -0.000267 	 1.162165 	 0.523462 	 -0.132355 	 -0.423791 
1099 	 -0.000206 	 1.295755 	 -2.918166 	 1.336310 	 -3.140736 
1100 	 -0.000690 	 1.556807 	 -2.359206 	 -0.661440 	 1.227834 
1101 	 -0.000976 	 1.071836 	 0.464295 	 -0.254630 	 3.115221 
1102 	 -0.000628 	 1.316693 	 2.650071 	 -0.883315 	 2.460702 
1103 	 -0.000474 	 1.197931 	 0.597931 	 0.781568 	 -0.701854 
1104 	 -0.000276 	 1.072026 	 1.351353 	 -0.168064 	 -0.201501 
1105 	 -0.001743 	 1.514935 	 1.555036 	 -0.419325 	 -1.588099 
1106 	 -0.000199 	 1.291167 	 -1.602961 	 0.429066 	 2.472897 
1107 	 -0.000352 	 1.143827 	 -0.552618 	 -0.857598 	 1.299846 
1108 	 -0.000337 	 1.252510 	 1.306652 	 -1.249729 	 0.530512 
1109 	 -0.000243 	 1.293578 	 -1.782451 	 0.875684 	 -2.043147 
1110 	 -0.000252 	 1.117869 	 1.550930 	 -1.138322 	 2.535124 
1111 	 -0.000133 	 1.312526 	 0.575214 	 -0.474188 	 -0.763907 
1112 	 -0.000299 	 1.271297 	 3.048378 	 0.132121 	 -0.603107 
1113 	 -0.000233 	 1.320624 	 -0.385708 	 -0.804032 	 -0.348679 
1114 	 -0.000366 	 1.188003 	 3.097133 	 -0.397133 	 -2.083695 
1115 	 -0.000311 	 1.243089 	 1.446230 	 -0.001604 	 0.606458 
1116 	 -0.000575 	 1.214421 	 1.073053 	 -1.499360 	 -2.683802 
1117 	 -0.000337 	 1.226077 	 -2.637964 	 -0.079553 	 0.639481 
1118 	 -0.000551 	 1.344605 	 -1.203347 	 -0.112296 	 1.343860 
1119 	 -0.000424 	 1.344879 	 0.495748 	 0.477805 	 1.490808 
1120 	 -0.000352 	 1.340169 	 -2.358420 	 0.482650 	 2.560636 
1121 	 -0.000526 	 1.312742 	 -1.282410 	 -0.313679 	 1.822551 
1122 	 -0.000348 	 1.280030 	 -1.571731 	 0.599903 	 -1.987301 
1123 	 -0.000672 	 1.193143 	 -3.136128 	 0.676201 	 1.610218 
1124 	 -0.000184 	 1.139539 	 -0.330416 	 0.495272 	 -1.229457 
1125 	 -0.000467 	 1.404903 	 -1.885325 	 0.144158 	 1.252967 
1126 	 -0.000357 	 1.251373 	 2.246872 	 -0.602015 	 -1.491089 
1127 	 -0.000342 	 1.217363 	 2.453278 	 0.352683 	 -0.320618 
1128 	 -0.000306 	 1.230260 	 2.934115 	 0.382719 	 2.052579 
1129 	 -0.000322 	 1.310184 	 2.753340 	 -0.792999 	 -0.339730 
1130 	 -0.000286 	 1.312223 	 2.801768 	 -0.702674 	 -2.550470 
1131 	 -0.000185 	 1.224179 	 0.144378 	 0.826438 	 -2.142159 
1132 	 -0.000327 	 1.160758 	 -1.971069 	 0.798393 	 -2.700981 
1133 	 -0.000467 	 1.170128 	 -2.536880 	 1.387980 	 2.627254 
1134 	 -0.000297 	 1.110901 	 2.889189 	 0.203377 	 2.490770 
1135 	 -0.001401 	 1.330482 	 1.763180 	 0.348978 	 -1.779431 
1136 	 -0.000280 	 1.265988 	 3.078079 	 -0.714098 	 -2.128406 
1137 	 -0.000424 	 1.094938 	 2.859601 	 -0.857416 	 -1.806467 
1138 	 -0.000194 	 1.483572 	 1.713018 	 0.515872 	 -2.200902 
1139 	 -0.000226 	 1.192891 	 0.469888 	 0.100030 	 -0.674059 
1140 	 -0.000338 	 1.388121 	 -0.504008 	 0.650050 	 2.791950 
1141 	 -0.000343 	 1.377938 	 2.618688 	 -0.759934 	 0.675150 
1142 	 -0.000241 	 1.086269 	 1.030331 	 -0.898731 	 1.100028 
1143 	 -0.000544 	 1.332243 	 -3.007707 	 -0.459881 	 1.482212 
1144 	 -0.000697 	 1.571458 	 1.666099 	 1.056879 	 -1.288742 
1145 	 -0.000833 	 1.422528 	 -2.105850 	 0.839739 	 -1.907282 
1146 	 -0.000262 	 1.241844 	 2.067563 	 0.371862 	 -2.569170 
1147 	 -0.000326 	 1.181764 	 2.635477 	 1.145939 	 -1.770068 
1148 	 -0.000151 	 1.318250 	 2.835528 	 0.962658 	 -2.946841 
1149 	 -0.000679 	 1.465704 	 -2.608259 	 -0.553453 	 1.102904 
1150 	 -0.000412 	 1.254861 	 1.189384 	 0.915118 	 -0.437997 
1151 	 -0.000357 	 1.153781 	 2.181768 	 -1.201450 	 -1.340518 
1152 	 -0.000197 	 1.421703 	 -2.670483 	 0.128691 	 1.149323 
1153 	 -0.000276 	 1.301187 	 2.757047 	 -0.294777 	 0.639745 
1154 	 -0.000411 	 1.378503 	 1.772281 	 -0.987286 	 -3.126244 
1155 	 -0.000456 	 1.397649 	 -2.059351 	 1.042377 	 -2.598048 
1156 	 -0.000193 	 1.326096 	 -1.558738 	 -0.512125 	 -0.743599 
1157 	 -0.000292 	 1.380429 	 -1.794937 	 -0.453272 	 -1.949603 
1158 	 -0.000675 	 1.265798 	 1.718623 	 -0.430116 	 -2.888563 
1159 	 -0.000173 	 1.356683 	 -2.771590 	 0.102150 	 0.923575 
1160 	 -0.000280 	 1.179060 	 -2.664131 	 0.952373 	 -0.492368 
1161 	 -0.000297 	 1.151802 	 2.623826 	 0.306802 	 1.077652 
1162 	 -0.000429 	 1.263104 	 0.373131 	 0.316036 	 -2.936833 
1163 	 -0.000313 	 1.457545 	 -0.808029 	 -0.460388 	 -2.141257 
1164 	 -0.000583 	 1.280390 	 -2.328656 	 0.930103 	 -0.749164 
1165 	 -0.000792 	 1.357867 	 0.272126 	 -0.559381 	 1.206169 
1166 	 -0.000362 	 1.177870 	 -2.805556 	 -0.746745 	 0.587443 
1167 	 -0.000297 	 1.185093 	 2.232308 	 -1.193332 	 -0.232668 
1168 	 -0.000404 	 1.201472 	 -1.465076 	 -0.819345 	 -0.242473 
1169 	 -0.000311 	 1.227823 	 -0.110646 	 0.654757 	 -0.742962 
1170 	 -0.000369 	 1.279329 	 -2.259782 	 0.485020 	 -1.364825 
1171 	 -0.000910 	 1.150589 	 2.392892 	 -0.389479 	 1.444640 
1172 	 -0.000464 	 1.349207 	 0.282680 	 -0.409584 	 -2.238833 
1173 	 -0.000308 	 1.043647 	 -0.896277 	 -0.137120 	 -2.682486 
1174 	 -0.000664 	 1.226012 	 -1.838194 	 0.298745 	 2.778648 
1175 	 -0.000325 	 1.230288 	 1.908894 	 0.249526 	 -2.727727 
1176 	 -0.000594 	 1.193052 	 -0.466233 	 0.466850 	 0.322338 
1177 	 -0.000747 	 1.365822 	 -2.742906 	 -0.518294 	 1.173578 
1178 	 -0.000133 	 1.205543 	 -1.995499 	 0.673972 	 2.325706 
1179 	 -0.000209 	 1.242891 	 -0.461958 	 0.989808 	 0.578229 
1180 	 -0.000165 	 1.116763 	 -1.900567 	 -1.140849 	 2.841919 
1181 	 -0.001962 	 1.480095 	 -1.735688 	 -0.212317 	 1.528573 
1182 	 -0.000647 	 1.378546 	 1.026874 	 -0.750989 	 1.664544 
1183 	 -0.000812 	 1.339372 	 -2.630728 	 0.650029 	 -1.568085 
1184 	 -0.000403 	 1.357246 	 2.652342 	 -0.034418 	 0.433493 
1185 	 -0.000571 	 1.211900 	 -2.083653 	 -0.302072 	 2.695818 
1186 	 -0.000230 	 1.249258 	 -2.618247 	 0.107731 	 2.018765 
1187 	 -0.000582 	 1.375979 	 -1.645287 	 -0.173633 	 2.483650 
1188 	 -0.000265 	 1.392529 	 1.676134 	 0.958012 	 2.198385 
1189 	 -0.000338 	 1.338601 	 1.120977 	 -0.081065 	 0.551458 
1190 	 -0.000236 	 1.316113 	 0.337606 	 -0.597798 	 -0.481993 
1191 	 -0.000387 	 1.214862 	 2.878775 	 0.262471 	 1.803124 
1192 	 -0.000372 	 1.359764 	 2.343588 	 -0.162945 	 0.136379 
1193 	 -0.000423 	 1.121446 	 2.728911 	 0.262022 	 -3.091075 
1194 	 -0.000231 	 1.093342 	 -1.418526 	 0.437434 	 0.456105 
1195 	 -0.000505 	 1.119462 	 -0.355553 	 0.168116 	 1.793060 
1196 	 -0.000325 	 1.228197 	 -2.135514 	 0.536934 	 0.779673 
1197 	 -0.000230 	 1.266447 	 2.464055 	 -0.796892 	 0.068471 
1198 	 -0.000352 	 1.255104 	 -1.002174 	 -0.409115 	 0.332722 
1199 	 -0.000173 	 1.229896 	 -0.039381 	 0.588122 	 -2.626945 
1200 	 -0.000542 	 1.295390 	 -1.892810 	 0.857943 	 -0.522136 
1201 	 -0.001465 	 1.390666 	 -1.468577 	 -0.815989 	 1.997438 
1202 	 -0.000494 	 1.365110 	 1.977018 	 -0.771723 	 -2.022737 
1203 	 -0.000280 	 1.187313 	 -0.860304 	 -0.192544 	 1.366401 
1204 	 -0.000387 	 1.100848 	 2.852355 	 0.239612 	 1.416096 
1205 	 -0.000270 	 1.077537 	 1.868134 	 -0.509146 	 -0.539976 
1206 	 -0.000446 	 1.318933 	 1.337564 	 0.802145 	 1.126369 
1207 	 -0.000254 	 1.581941 	 2.794793 	 1.064772 	 0.731319 
1208 	 -0.000150 	 1.278965 	 1.093671 	 0.178398 	 2.292088 
1209 	 -0.000609 	 1.270532 	 1.939811 	 -0.266498 	 2.978985 
1210 	 -0.000126 	 1.332119 	 -2.607109 	 0.444771 	 -2.195258 
1211 	 -0.000388 	 1.265076 	 -2.567027 	 0.722690 	 -2.864275 
1212 	 -0.000353 	 1.322861 	 -0.734772 	 -1.042274 	 0.334028 
1213 	 -0.000284 	 1.248806 	 -3.081057 	 -1.254899 	 -0.855575 
1214 	 -0.000150 	 1.358103 	 0.466440 	 -0.446249 	 -0.912121 
1215 	 -0.000329 	 1.262884 	 -2.580503 	 -0.122943 	 0.612632 
1216 	 -0.000428 	 1.403677 	 -2.364440 	 1.160105 	 -2.498055 
1217 	 -0.000925 	 1.252320 	 -1.111559 	 1.225340 	 1.383680 
1218 	 -0.000225 	 1.292390 	 0.628987 	 0.947230 	 0.903941 
1219 	 -0.000294 	 1.328502 	 -1.820370 	 -1.129012 	 -1.967476 
1220 	 -0.000255 	 1.436814 	 1.254923 	 -0.231234 	 -1.262867 
1221 	 -0.000609 	 1.210826 	 0.258768 	 0.042497 	 -0.620909 
1222 	 -0.000364 	 1.258636 	 3.072200 	 1.337806 	 2.659942 
1223 	 -0.000559 	 1.270109 	 -1.533599 	 0.026905 	 -2.293463 
1224 	 -0.000216 	 1.145165 	 2.639758 	 0.438570 	 -0.729730 
1225 	 -0.000322 	 1.523465 	 -2.402984 	 -0.568446 	 1.100759 
1226 	 -0.000323 	 1.295289 	 -2.504297 	 -0.565614 	 -0.280343 
1227 	 -0.001068 	 1.409297 	 1.113357 	 0.818496 	 1.607104 
1228 	 -0.000605 	 1.378803 	 -1.981972 	 0.283763 	 2.920984 
1229 	 -0.000699 	 1.327785 	 2.258898 	 0.103662 	 -3.050191 
1230 	 -0.000535 	 1.371836 	 -2.699708 	 0.190207 	 2.685872 
1231 	 -0.000281 	 1.207611 	 1.135084 	 -0.194428 	 -1.882651 
1232 	 -0.000406 	 1.365678 	 1.299228 	 -0.638874 	 1.261336 
1233 	 -0.000234 	 1.241727 	 -2.193626 	 -0.246048 	 -2.681840 
1234 	 -0.000558 	 1.409776 	 1.780820 	 0.444165 	 -1.670049 
1235 	 -0.000286 	 1.469468 	 -0.891349 	 -1.060947 	 0.706108 
1236 	 -0.000526 	 1.223664 	 2.131661 	 0.374486 	 0.091268 
1237 	 -0.000400 	 1.373699 	 2.993324 	 -0.147326 	 -2.914714 
1238 	 -0.000390 	 1.264198 	 -2.570995 	 -0.269717 	 3.116574 
1239 	 -0.000409 	 1.312948 	 1.930163 	 0.000778 	 -1.945436 
1240 	 -0.000208 	 1.269168 	 1.341483 	 0.337089 	 2.479269 
1241 	 -0.000480 	 1.297008 	 -2.310087 	 0.791077 	 0.684625 
1242 	 -0.000586 	 1.395816 	 -0.925315 	 0.493749 	 -1.178277 
1243 	 -0.000684 	 1.110423 	 2.535646 	 -1.338703 	 -1.644642 
1244 	 -0.000272 	 1.168460 	 1.683825 	 -0.695588 	 2.675269 
1245 	 -0.000328 	 1.281261 	 -0.220243 	 -0.143756 	 -2.050500 
1246 	 -0.000578 	 1.086205 	 -0.434958 	 0.855037 	 -1.377990 
1247 	 -0.001903 	 1.193967 	 -2.880634 	 1.394985 	 3.098472 
1248 	 -0.000331 	 1.351067 	 0.897774 	 -0.524413 	 -2.528610 
1249 	 -0.000287 	 1.474947 	 -1.860976 	 0.348887 	 1.200256 
1250 	 -0.000294 	 1.474700 	 -2.254274 	 1.140965 	 -2.329806 
1251 	 -0.000304 	 1.245849 	 -2.790492 	 0.817014 	 -0.661491 
1252 	 -0.000543 	 1.222762 	 0.860882 	 0.638688 	 -0.473919 
1253 	 -0.000387 	 1.195641 	 0.274165 	 0.990800 	 -1.122905 
1254 	 -0.000317 	 1.300372 	 2.888888 	 -0.345217 	 2.907757 
1255 	 -0.000515 	 1.260280 	 -0.276062 	 0.708472 	 -2.048126 
1256 	 -0.000350 	 1.175595 	 1.585274 	 0.049175 	 2.986305 
1257 	 -0.000993 	 1.137022 	 2.317034 	 0.019744 	 -1.718728 
1258 	 -0.000746 	 1.367392 	 0.588827 	 -0.648596 	 -2.465720 
1259 	 -0.000546 	 1.300278 	 -3.123950 	 -0.117830 	 2.463293 
1260 	 -0.000426 	 1.189035 	 -2.224611 	 0.297934 	 -3.006302 
1261 	 -0.000238 	 1.426567 	 -0.640979 	 0.778201 	 -0.466136 
1262 	 -0.000185 	 1.329863 	 2.268697 	 -0.301183 	 -2.237863 
1263 	 -0.000305 	 1.188069 	 0.628029 	 -0.719701 	 0.311865 
1264 	 -0.000320 	 1.157454 	 0.854568 	 -0.590378 	 -3.020846 
1265 	 -0.000836 	 1.224628 	 0.129419 	 1.054771 	 2.064929 
1266 	 -0.000563 	 1.328595 	 1.074515 	 -0.048300 	 0.142408 
1267 	 -0.000274 	 1.303989 	 -0.360231 	 0.622425 	 0.266978 
1268 	 -0.000406 	 1.325414 	 -2.752687 	 0.296699 	 -1.145588 
1269 	 -0.000215 	 1.195214 	 2.304810 	 -0.023769 	 0.978553 
1270 	 -0.000155 	 1.188342 	 2.349701 	 -1.147008 	 2.917187 
1271 	 -0.000585 	 1.288652 	 -0.360267 	 0.464053 	 0.987291 
1272 	 -0.000340 	 1.306086 	 -2.017341 	 -0.118153 	 2.703442 
1273 	 -0.000766 	 1.355166 	 -2.833073 	 0.079724 	 -0.422197 
1274 	 -0.000447 	 1.314516 	 1.067698 	 -0.013645 	 -1.643072 
1275 	 -0.000274 	 1.133840 	 1.600311 	 -0.114877 	 -0.296022 
1276 	 -0.000668 	 1.371194 	 2.004368 	 0.098891 	 -3.023443 
1277 	 -0.000528 	 1.197973 	 -1.895248 	 -0.627000 	 0.282087 
1278 	 -0.000198 	 1.170616 	 2.154230 	 -0.193438 	 2.113058 
1279 	 -0.000268 	 1.299464 	 -1.621195 	 -0.261902 	 0.709478 
1280 	 -0.000705 	 1.384039 	 1.090599 	 -1.026661 	 0.281149 
1281 	 -0.000953 	 1.426521 	 2.260456 	 1.301642 	 -0.922663 
1282 	 -0.000759 	 1.169213 	 2.173742 	 0.044399 	 2.462531 
1283 	 -0.000302 	 1.267205 	 -2.032743 	 1.160825 	 0.336183 
1284 	 -0.000165 	 1.358384 	 -2.053318 	 -0.583126 	 -0.222008 
1285 	 -0.000359 	 1.161307 	 0.862026 	 -0.102786 	 -0.335169 
1286 	 -0.000357 	 1.340761 	 0.145359 	 -0.828147 	 -0.888041 
1287 	 -0.000481 	 1.252256 	 3.054640 	 -0.330619 	 0.925846 
1288 	 -0.001128 	 1.138578 	 2.332924 	 1.020209 	 -1.631215 
1289 	 -0.000233 	 1.314798 	 -0.876080 	 -0.829696 	 -0.040825 
1290 	 -0.001361 	 1.426536 	 1.265870 	 -0.858270 	 -1.248200 
1291 	 -0.000148 	 1.307179 	 -2.151987 	 -0.242408 	 -2.213210 
1292 	 -0.000554 	 1.275638 	 1.966718 	 0.479973 	 -1.005155 
1293 	 -0.000564 	 1.403279 	 0.307030 	 0.320221 	 -1.315734 
1294 	 -0.000160 	 1.480022 	 -2.717057 	 0.420487 	 -1.986185 
1295 	 -0.000585 	 1.288214 	 -1.159999 	 0.038495 	 2.424255 
1296 	 -0.000315 	 1.349804 	 -2.099844 	 -0.983766 	 1.388525 
1297 	 -0.000305 	 1.430948 	 -2.418912 	 -0.214666 	 1.321189 
1298 	 -0.000555 	 1.345346 	 1.735986 	 -0.567296 	 1.841266 
1299 	 -0.000229 	 1.220308 	 -1.391593 	 -0.710546 	 2.269752 
1300 	 -0.000349 	 1.154725 	 -0.022762 	 0.289107 	 -2.627398 
1301 	 -0.000657 	 1.199711 	 2.306759 	 -0.386219 	 0.467835 
1302 	 -0.000499 	 1.173574 	 2.441333 	 -0.166322 	 0.429654 
1303 	 -0.000259 	 1.414460 	 2.175272 	 -0.669457 	 -2.249497 
1304 	 -0.000518 	 1.394871 	 -2.051695 	 -0.963842 	 1.046903 
1305 	 -0.000210 	 1.390126 	 -0.840421 	 0.470931 	 -0.898193 
1306 	 -0.000208 	 1.371444 	 -1.769432 	 -0.251963 	 -1.950818 
1307 	 -0.000301 	 1.212301 	 -3.088752 	 0.180260 	 0.427852 
1308 	 -0.000401 	 1.227163 	 -2.742930 	 -0.000763 	 0.426454 
1309 	 -0.000929 	 1.330698 	 -0.851137 	 -0.674883 	 1.235841 
1310 	 -0.000436 	 1.342398 	 -2.455070 	 -0.721558 	 -2.566634 
1311 	 -0.000209 	 1.051885 	 -2.796355 	 0.533599 	 -3.123380 
1312 	 -0.000599 	 1.269826 	 1.841131 	 0.940044 	 -2.884873 
1313 	 -0.000180 	 1.238926 	 2.187914 	 -0.090416 	 -2.320991 
1314 	 -0.000333 	 1.297576 	 -2.153644 	 0.836414 	 0.886159 
1315 	 -0.000599 	 1.410945 	 -1.319241 	 0.032883 	 -0.731474 
1316 	 -0.000483 	 1.288622 	 -2.036120 	 1.224298 	 -0.258049 
1317 	 -0.000547 	 1.267511 	 -0.874715 	 1.149500 	 -2.317536 
1318 	 -0.000310 	 1.222730 	 -1.207674 	 -0.586226 	 0.077317 
1319 	 -0.000409 	 1.373707 	 -3.104358 	 0.237891 	 0.852674 
