img_no 	 min_val 	max_val 	 ang_x 	 ang_y 	 ang_z 
5326 	 -0.000551 	 1.210088 	 -0.979693 	 0.568369 	 -3.124939 
5327 	 -0.000481 	 1.303710 	 -1.153817 	 0.385276 	 -2.978379 
5328 	 -0.000167 	 1.283065 	 -2.153234 	 0.337180 	 -1.181259 
5329 	 -0.000287 	 1.272069 	 0.670086 	 0.114227 	 0.617832 
5330 	 -0.000320 	 1.144679 	 -0.636717 	 -0.404178 	 0.624031 
5331 	 -0.000440 	 1.268090 	 -2.742301 	 -1.288517 	 2.744513 
5332 	 -0.000573 	 1.375861 	 -0.943699 	 0.769488 	 -3.069508 
5333 	 -0.001145 	 1.318119 	 1.757765 	 -0.254700 	 1.400968 
5334 	 -0.000443 	 1.159639 	 -0.671733 	 0.639629 	 -1.408318 
5335 	 -0.000228 	 1.093425 	 2.005229 	 -0.286997 	 -0.672226 
5336 	 -0.000292 	 1.164278 	 -0.675218 	 -0.309359 	 0.093326 
5337 	 -0.000546 	 1.176087 	 0.631683 	 -0.568464 	 0.391119 
5338 	 -0.000460 	 1.361128 	 0.066001 	 0.201587 	 2.278510 
5339 	 -0.000976 	 1.325272 	 1.938865 	 -0.381212 	 1.380442 
5340 	 -0.000410 	 1.296279 	 -0.307535 	 0.213027 	 -0.139253 
5341 	 -0.000288 	 1.318129 	 2.805733 	 0.496463 	 -2.434166 
5342 	 -0.000484 	 1.155298 	 -0.153980 	 -0.133589 	 1.857387 
5343 	 -0.000251 	 1.271991 	 2.877624 	 0.102603 	 2.201051 
5344 	 -0.000492 	 1.224139 	 -2.485940 	 0.422454 	 2.577696 
5345 	 -0.000475 	 1.309853 	 0.428516 	 -1.445395 	 -2.190340 
5346 	 -0.000332 	 1.155283 	 -2.782647 	 0.660316 	 -0.124352 
5347 	 -0.000788 	 1.187160 	 -0.427609 	 -0.039501 	 1.461990 
5348 	 -0.000918 	 1.283348 	 0.137321 	 0.028567 	 -1.516208 
5349 	 -0.000237 	 1.218767 	 2.385368 	 0.572669 	 1.081135 
5350 	 -0.000349 	 1.155777 	 1.282697 	 -0.012991 	 2.916454 
5351 	 -0.000266 	 1.206243 	 -2.375971 	 1.268078 	 3.129809 
5352 	 -0.000811 	 1.292881 	 0.532268 	 0.252360 	 0.065904 
5353 	 -0.000494 	 1.183132 	 0.649924 	 -0.572311 	 0.362604 
5354 	 -0.000575 	 1.295896 	 -0.140636 	 -0.016456 	 -2.768914 
5355 	 -0.000161 	 1.205545 	 -0.826399 	 -0.223077 	 2.127631 
5356 	 -0.000203 	 1.329174 	 0.352685 	 -0.049286 	 2.125622 
5357 	 -0.000292 	 1.237822 	 -1.129607 	 -0.498714 	 -2.943316 
5358 	 -0.000408 	 1.231344 	 -2.572693 	 -0.548196 	 0.581813 
5359 	 -0.000201 	 1.313370 	 -3.045402 	 -0.983562 	 -0.348455 
5360 	 -0.000513 	 1.185732 	 -2.192633 	 0.275560 	 -0.001695 
5361 	 -0.000343 	 1.254012 	 -1.646493 	 1.177721 	 -3.001390 
5362 	 -0.000505 	 1.332771 	 1.056095 	 0.115826 	 -2.873687 
5363 	 -0.000498 	 1.356526 	 1.091245 	 -0.358111 	 0.250047 
5364 	 -0.000572 	 1.232747 	 0.890292 	 0.613337 	 2.686198 
5365 	 -0.001570 	 1.182649 	 -2.675151 	 -1.314965 	 -2.053493 
5366 	 -0.000246 	 1.190859 	 0.486694 	 0.032398 	 -1.815258 
5367 	 -0.000333 	 1.325162 	 0.957398 	 0.762401 	 -0.614742 
5368 	 -0.000529 	 1.164974 	 0.554722 	 -0.956791 	 0.732277 
5369 	 -0.000273 	 1.322764 	 2.398600 	 -0.510167 	 0.802513 
5370 	 -0.000685 	 1.375392 	 -2.550227 	 -0.833864 	 -2.095015 
5371 	 -0.000269 	 1.307353 	 0.765621 	 0.101120 	 2.496281 
5372 	 -0.000742 	 1.339437 	 -0.535495 	 0.183098 	 -0.850714 
5373 	 -0.000288 	 1.104865 	 -1.614199 	 0.143253 	 0.324219 
5374 	 -0.000410 	 1.208863 	 2.452074 	 -0.126902 	 -2.791665 
5375 	 -0.000258 	 1.334540 	 2.910667 	 -0.935915 	 0.733800 
5376 	 -0.001644 	 1.525498 	 1.625082 	 1.100289 	 -1.362609 
5377 	 -0.000344 	 1.324220 	 -1.375464 	 -0.924205 	 -0.208124 
5378 	 -0.000400 	 1.343160 	 1.946590 	 -0.377852 	 0.197712 
5379 	 -0.000190 	 1.296810 	 0.114999 	 1.085354 	 -2.744764 
5380 	 -0.000618 	 1.230439 	 -0.651383 	 1.029689 	 -2.068526 
5381 	 -0.000288 	 1.338488 	 1.068896 	 -0.209089 	 2.104153 
5382 	 -0.000420 	 1.374002 	 -0.434133 	 0.259721 	 -3.116553 
5383 	 -0.000333 	 1.125970 	 -0.308467 	 -0.433040 	 -1.791369 
5384 	 -0.000297 	 1.351778 	 -0.545466 	 0.110455 	 2.639319 
5385 	 -0.000413 	 1.357171 	 3.010366 	 -1.059576 	 -1.251706 
5386 	 -0.000470 	 1.096224 	 -2.220502 	 0.182751 	 -2.943408 
5387 	 -0.000132 	 1.225869 	 -0.023242 	 0.811711 	 2.554965 
5388 	 -0.000469 	 1.402845 	 -1.941973 	 0.174329 	 -0.148367 
5389 	 -0.000238 	 1.156410 	 1.372526 	 -0.522512 	 2.518603 
5390 	 -0.000220 	 1.359119 	 -2.713991 	 -0.929972 	 -0.587717 
5391 	 -0.000701 	 1.175495 	 0.177160 	 -1.092311 	 -1.417656 
5392 	 -0.000335 	 1.251429 	 1.659278 	 -0.498573 	 1.322231 
5393 	 -0.000353 	 1.189309 	 2.200954 	 0.008170 	 -1.948635 
5394 	 -0.000837 	 1.261536 	 -1.786049 	 1.189491 	 0.716517 
5395 	 -0.000351 	 1.227453 	 -0.374707 	 0.519712 	 -2.782075 
5396 	 -0.000180 	 1.383866 	 1.062372 	 0.821651 	 2.368326 
5397 	 -0.000792 	 1.413202 	 -2.517050 	 -0.124994 	 -1.637949 
5398 	 -0.000168 	 1.436414 	 -1.788574 	 -0.770390 	 -2.431340 
5399 	 -0.000413 	 1.214839 	 0.893291 	 -0.535093 	 -0.559155 
5400 	 -0.000746 	 1.127830 	 2.886791 	 -1.413961 	 1.122170 
5401 	 -0.000508 	 1.383235 	 0.658756 	 -0.125779 	 -1.255218 
5402 	 -0.000246 	 1.191839 	 0.929670 	 -0.066353 	 -0.641389 
5403 	 -0.000317 	 1.290879 	 0.764586 	 0.036446 	 0.761731 
5404 	 -0.000444 	 1.150059 	 -2.414025 	 0.636536 	 2.816307 
5405 	 -0.000374 	 1.176437 	 -0.655709 	 0.368197 	 -0.463819 
5406 	 -0.000532 	 1.301691 	 -0.280181 	 -0.520487 	 -1.023391 
5407 	 -0.000521 	 1.281085 	 2.919090 	 -0.398961 	 2.614758 
5408 	 -0.000213 	 1.268813 	 -2.862558 	 -0.754719 	 -0.847642 
5409 	 -0.000234 	 1.287439 	 -1.829952 	 -0.524664 	 0.872892 
5410 	 -0.000249 	 1.388936 	 2.845985 	 0.908770 	 -3.139301 
5411 	 -0.000221 	 1.391453 	 1.485635 	 0.226773 	 -1.164814 
5412 	 -0.001206 	 1.304991 	 -1.189568 	 0.493027 	 1.285300 
5413 	 -0.000366 	 1.301756 	 -1.804814 	 -0.440534 	 -0.192714 
5414 	 -0.000306 	 1.156294 	 0.764230 	 0.180738 	 -0.327091 
5415 	 -0.000225 	 1.351149 	 0.711843 	 -0.098284 	 2.181556 
5416 	 -0.001166 	 1.420215 	 1.501733 	 -0.690577 	 1.894133 
5417 	 -0.000307 	 1.091273 	 -1.705429 	 0.489918 	 0.266963 
5418 	 -0.000410 	 1.308372 	 2.073541 	 -0.773602 	 1.093846 
5419 	 -0.000210 	 1.079411 	 3.125424 	 0.449350 	 -0.386559 
5420 	 -0.000349 	 1.200434 	 2.574151 	 -0.287057 	 -2.728243 
5421 	 -0.000518 	 1.200818 	 -2.597829 	 -0.508443 	 -1.382276 
5422 	 -0.000295 	 1.218270 	 -2.683410 	 -0.203239 	 -0.548149 
5423 	 -0.000692 	 1.144874 	 -0.295050 	 0.720463 	 -1.505674 
5424 	 -0.000887 	 1.251887 	 0.478807 	 0.699990 	 2.241655 
5425 	 -0.000363 	 1.151759 	 1.071952 	 -1.189017 	 -2.067029 
5426 	 -0.000312 	 1.269145 	 -1.485264 	 0.970651 	 -2.899543 
5427 	 -0.000213 	 1.151543 	 2.609318 	 0.439321 	 1.764364 
5428 	 -0.000232 	 1.415324 	 -1.306349 	 0.274116 	 -0.994375 
5429 	 -0.000308 	 1.237538 	 2.272480 	 0.109134 	 -1.413414 
5430 	 -0.000599 	 1.199976 	 -0.203468 	 0.466634 	 -1.302127 
5431 	 -0.000327 	 1.229089 	 -0.384531 	 0.249552 	 2.816344 
5432 	 -0.000233 	 1.306942 	 -1.978519 	 -0.517502 	 0.496698 
5433 	 -0.000345 	 1.269099 	 -0.076214 	 0.063812 	 -2.016644 
5434 	 -0.000474 	 1.267963 	 0.939058 	 0.983295 	 -0.615951 
5435 	 -0.000238 	 1.358807 	 2.419499 	 0.772838 	 -0.295327 
5436 	 -0.000273 	 1.357489 	 -2.198983 	 -0.693588 	 0.788448 
5437 	 -0.000385 	 1.146941 	 -0.374103 	 -0.462483 	 -1.758516 
5438 	 -0.000222 	 1.398197 	 2.665871 	 0.922364 	 2.411870 
5439 	 -0.001812 	 1.301598 	 -0.313091 	 1.441568 	 2.619385 
5440 	 -0.000510 	 1.322051 	 -2.699464 	 -0.841499 	 0.378509 
5441 	 -0.000145 	 1.361992 	 1.096967 	 0.798209 	 -0.806275 
5442 	 -0.000299 	 1.208865 	 -1.146874 	 0.011799 	 -2.271098 
5443 	 -0.000499 	 1.278197 	 0.782664 	 -1.037844 	 1.404797 
5444 	 -0.000187 	 1.363380 	 2.033800 	 1.214364 	 -0.369139 
5445 	 -0.000585 	 1.333583 	 1.968958 	 -0.145553 	 -3.118018 
5446 	 -0.000548 	 1.151141 	 2.231788 	 0.225044 	 3.105708 
5447 	 -0.000300 	 1.253596 	 3.052559 	 0.916853 	 2.895716 
5448 	 -0.000697 	 1.418976 	 -2.958365 	 0.170189 	 -0.779055 
5449 	 -0.000395 	 1.087606 	 -0.395196 	 0.392459 	 1.633352 
5450 	 -0.000307 	 1.174693 	 1.788963 	 -0.237177 	 -0.628691 
5451 	 -0.000325 	 1.360122 	 -2.402339 	 0.016813 	 -2.307602 
5452 	 -0.000579 	 1.240893 	 2.082803 	 -1.063533 	 -1.343779 
5453 	 -0.000634 	 1.333022 	 -0.865739 	 -0.668160 	 -1.882581 
5454 	 -0.000396 	 1.459513 	 1.170286 	 0.565722 	 0.760366 
5455 	 -0.000368 	 1.241034 	 0.000546 	 -0.532223 	 -2.211201 
5456 	 -0.000459 	 1.398892 	 1.399759 	 0.772122 	 1.403937 
5457 	 -0.000363 	 1.336378 	 -0.887454 	 -0.147533 	 2.926347 
5458 	 -0.000858 	 1.095850 	 2.719292 	 1.008682 	 1.671327 
5459 	 -0.000196 	 1.269886 	 1.611060 	 0.649573 	 -0.255295 
5460 	 -0.000343 	 1.186404 	 -2.005459 	 -1.493995 	 -2.301400 
5461 	 -0.000259 	 1.325217 	 -1.255311 	 0.511844 	 1.932569 
5462 	 -0.000245 	 1.311731 	 -1.181177 	 1.216401 	 -0.410884 
5463 	 -0.000435 	 1.316588 	 1.292118 	 1.004316 	 -0.337988 
5464 	 -0.000272 	 1.354648 	 -1.647056 	 -0.685444 	 -2.730524 
5465 	 -0.000266 	 1.129484 	 -2.775183 	 -0.950202 	 0.398430 
5466 	 -0.000336 	 1.285917 	 -0.088680 	 0.798030 	 -2.063794 
5467 	 -0.000501 	 1.274747 	 -2.806666 	 -0.159981 	 -2.784353 
5468 	 -0.000370 	 1.180584 	 -2.347039 	 0.009942 	 -2.791807 
5469 	 -0.000292 	 1.195734 	 -1.472548 	 -0.109887 	 -0.478205 
5470 	 -0.000142 	 1.307597 	 -2.229817 	 -0.400701 	 2.127066 
5471 	 -0.000650 	 1.443472 	 1.795991 	 -0.983444 	 1.125544 
5472 	 -0.000344 	 1.333056 	 1.503975 	 1.330293 	 -0.995278 
5473 	 -0.000482 	 1.191782 	 -0.947965 	 -0.399276 	 -0.369756 
5474 	 -0.000140 	 1.280753 	 0.844050 	 -0.100301 	 0.725258 
5475 	 -0.000422 	 1.184727 	 -0.343937 	 -0.334261 	 2.754740 
5476 	 -0.000304 	 1.333117 	 0.703080 	 -0.586571 	 2.489323 
5477 	 -0.000856 	 1.500644 	 -1.864847 	 0.496111 	 -1.869643 
5478 	 -0.000480 	 1.366045 	 -2.648754 	 0.797308 	 1.533883 
5479 	 -0.000621 	 1.146794 	 0.014489 	 0.324953 	 -1.472534 
5480 	 -0.000303 	 1.227343 	 -1.854385 	 -0.421397 	 0.339885 
5481 	 -0.000252 	 1.350041 	 2.817744 	 0.699976 	 -2.691412 
5482 	 -0.000175 	 1.121616 	 2.125002 	 -0.426191 	 -0.860326 
5483 	 -0.001082 	 1.490235 	 -1.635787 	 0.829176 	 1.319082 
5484 	 -0.000354 	 1.212282 	 -1.122453 	 -0.618475 	 -0.100834 
5485 	 -0.000249 	 1.304155 	 -1.998013 	 -0.192556 	 1.834813 
5486 	 -0.000247 	 1.371181 	 0.408456 	 0.419213 	 2.059055 
5487 	 -0.000997 	 1.260566 	 2.331712 	 -0.082161 	 -1.558027 
5488 	 -0.000239 	 1.391975 	 2.078437 	 -0.529581 	 0.286858 
5489 	 -0.000457 	 1.375989 	 -0.675774 	 0.696590 	 0.744572 
5490 	 -0.000189 	 1.413353 	 0.175618 	 -0.379397 	 2.209087 
5491 	 -0.000583 	 1.341269 	 -2.851105 	 -0.030839 	 2.057521 
5492 	 -0.000457 	 1.262302 	 -0.534995 	 0.486936 	 -0.179055 
5493 	 -0.000595 	 1.176496 	 -0.500258 	 0.186548 	 1.433046 
5494 	 -0.000306 	 1.435992 	 -0.806771 	 -0.880230 	 -2.064347 
5495 	 -0.000645 	 1.389590 	 2.379616 	 -0.029208 	 -3.063096 
5496 	 -0.000318 	 1.244451 	 -2.169232 	 -0.946854 	 -0.076267 
5497 	 -0.000621 	 1.268465 	 1.267360 	 -1.477416 	 0.237595 
5498 	 -0.000425 	 1.274804 	 2.532538 	 0.811073 	 -2.421456 
5499 	 -0.000258 	 1.233604 	 -2.751762 	 0.570143 	 0.428044 
5500 	 -0.000454 	 1.333395 	 0.151357 	 0.314582 	 2.367612 
5501 	 -0.000401 	 1.472599 	 1.157402 	 0.474948 	 1.892610 
5502 	 -0.000201 	 1.277759 	 -2.735292 	 -0.301946 	 -1.021403 
5503 	 -0.000288 	 1.310239 	 1.208209 	 -0.137152 	 -0.813904 
5504 	 -0.000377 	 1.386684 	 1.714551 	 -0.813638 	 1.132734 
5505 	 -0.000367 	 1.243166 	 -0.404732 	 0.079003 	 0.487298 
5506 	 -0.000543 	 1.184432 	 2.898273 	 0.101120 	 -2.569920 
5507 	 -0.000254 	 1.303712 	 1.207997 	 -0.554450 	 -1.873686 
5508 	 -0.000364 	 1.174218 	 -0.308218 	 -0.102241 	 1.687299 
5509 	 -0.000767 	 1.487513 	 -1.835439 	 0.115954 	 1.339257 
5510 	 -0.000353 	 1.348709 	 -0.931369 	 0.791464 	 -0.948293 
5511 	 -0.000251 	 1.322159 	 2.366259 	 -0.610597 	 0.383718 
5512 	 -0.000600 	 1.301726 	 1.657442 	 -0.271224 	 -2.894752 
5513 	 -0.000390 	 1.111740 	 -1.211118 	 0.338071 	 0.555275 
5514 	 -0.000962 	 1.407934 	 2.425593 	 -0.761269 	 2.440485 
5515 	 -0.000207 	 1.171925 	 -0.738726 	 0.047020 	 2.065769 
5516 	 -0.000470 	 1.335559 	 1.742219 	 -0.468327 	 -1.870199 
5517 	 -0.000212 	 1.320974 	 -1.404325 	 0.682732 	 -0.752771 
5518 	 -0.000211 	 1.442510 	 0.795749 	 -1.065932 	 -1.120181 
5519 	 -0.000445 	 1.244756 	 1.497272 	 -0.040269 	 2.277858 
5520 	 -0.000223 	 1.222384 	 0.765572 	 -0.319067 	 -2.224248 
5521 	 -0.000224 	 1.219451 	 1.022762 	 -0.556606 	 0.866825 
5522 	 -0.002223 	 1.415650 	 1.483166 	 1.138929 	 -1.449154 
5523 	 -0.000467 	 1.269605 	 -2.429520 	 -0.787434 	 0.433237 
5524 	 -0.000191 	 1.318122 	 0.884683 	 -0.105313 	 1.216951 
5525 	 -0.001298 	 1.196939 	 2.350179 	 -0.159071 	 1.590861 
5526 	 -0.000338 	 1.279174 	 -1.472539 	 -0.124032 	 2.492717 
5527 	 -0.000636 	 1.287680 	 -1.964223 	 -0.770902 	 0.341970 
5528 	 -0.000260 	 1.183724 	 1.649876 	 0.036332 	 -0.718041 
5529 	 -0.000271 	 1.487880 	 -0.549615 	 0.143021 	 -0.580691 
5530 	 -0.000167 	 1.308944 	 1.660724 	 -0.483585 	 -2.309861 
5531 	 -0.000253 	 1.205000 	 -1.008428 	 -0.816077 	 -0.758879 
5532 	 -0.000515 	 1.251640 	 -2.285988 	 0.237470 	 2.736920 
5533 	 -0.001186 	 1.327690 	 2.206919 	 -0.880863 	 1.370543 
5534 	 -0.000311 	 1.179987 	 1.629233 	 -0.789551 	 2.475991 
5535 	 -0.000399 	 1.316095 	 -1.941562 	 -0.421491 	 -1.483981 
5536 	 -0.000420 	 1.225812 	 -1.662658 	 0.005539 	 -2.159405 
5537 	 -0.000904 	 1.105943 	 2.288001 	 -1.163375 	 1.949053 
5538 	 -0.001720 	 1.328408 	 -1.345280 	 0.498379 	 -1.327597 
5539 	 -0.000663 	 1.257441 	 -1.440907 	 -0.434729 	 -0.809595 
5540 	 -0.000479 	 1.262666 	 -1.687666 	 -0.280558 	 2.922315 
5541 	 -0.000650 	 1.413527 	 -2.363403 	 0.432230 	 -1.656372 
5542 	 -0.000459 	 1.138847 	 -0.156066 	 0.359463 	 -1.171093 
5543 	 -0.000363 	 1.233377 	 1.536545 	 0.018162 	 -0.860847 
5544 	 -0.000527 	 1.184406 	 2.604856 	 0.988470 	 -2.053469 
5545 	 -0.000266 	 1.383655 	 0.235923 	 1.224036 	 0.338878 
5546 	 -0.000449 	 1.279239 	 -1.671108 	 1.015015 	 -0.308377 
5547 	 -0.000198 	 1.228545 	 -2.221865 	 0.752688 	 -0.958502 
5548 	 -0.000173 	 1.329962 	 2.521500 	 0.826163 	 0.012928 
5549 	 -0.000270 	 1.430397 	 1.200938 	 -0.130247 	 2.055783 
5550 	 -0.000295 	 1.232748 	 -1.760824 	 -0.300744 	 -2.602915 
5551 	 -0.000285 	 1.264784 	 2.066202 	 -0.429865 	 -3.076490 
5552 	 -0.000347 	 1.309331 	 2.770426 	 0.551946 	 0.795077 
5553 	 -0.000422 	 1.160914 	 -0.524814 	 0.472319 	 -1.328532 
5554 	 -0.000404 	 1.253316 	 0.955713 	 0.294571 	 2.692982 
5555 	 -0.000343 	 1.213439 	 0.048856 	 0.315120 	 0.583666 
5556 	 -0.000557 	 1.253489 	 0.080813 	 0.037928 	 1.739264 
5557 	 -0.000616 	 1.290323 	 2.612042 	 -0.499125 	 -2.760788 
5558 	 -0.000210 	 1.342958 	 1.819144 	 -0.587608 	 -2.348697 
5559 	 -0.000364 	 1.139069 	 1.940838 	 0.257404 	 -0.066475 
5560 	 -0.000186 	 1.352333 	 2.936817 	 -1.031115 	 3.109383 
5561 	 -0.000337 	 1.210610 	 -0.147651 	 -0.369817 	 -0.431941 
5562 	 -0.000324 	 1.281322 	 0.753762 	 -0.780122 	 0.883279 
5563 	 -0.000254 	 1.112976 	 -0.854152 	 -0.175228 	 -2.821564 
5564 	 -0.000656 	 1.226446 	 -2.510895 	 -1.107861 	 1.085091 
5565 	 -0.003177 	 1.317990 	 1.670030 	 0.770578 	 1.427778 
5566 	 -0.000865 	 1.443383 	 -1.457885 	 1.388082 	 1.734865 
5567 	 -0.000314 	 1.362513 	 2.133219 	 -1.015595 	 -1.556392 
5568 	 -0.000269 	 1.514497 	 -1.171617 	 0.574880 	 2.340508 
5569 	 -0.000729 	 1.294254 	 -1.825815 	 -1.380367 	 0.737812 
5570 	 -0.000451 	 1.100306 	 0.563165 	 -0.446272 	 -1.759360 
5571 	 -0.000337 	 1.312438 	 -0.981725 	 -0.572944 	 -2.503716 
5572 	 -0.000352 	 1.440397 	 2.653661 	 -0.987218 	 -2.303973 
5573 	 -0.000384 	 1.202981 	 2.824161 	 -0.301004 	 0.234981 
5574 	 -0.000635 	 1.382609 	 0.641802 	 -0.247902 	 0.390484 
5575 	 -0.000281 	 1.279370 	 1.604173 	 -0.829709 	 0.322232 
5576 	 -0.000271 	 1.186358 	 0.358812 	 -0.338647 	 -3.128907 
5577 	 -0.000315 	 1.443932 	 -0.519399 	 0.710771 	 -2.705586 
5578 	 -0.000674 	 1.244192 	 -0.270833 	 -0.464754 	 2.160165 
5579 	 -0.000217 	 1.334540 	 -0.234630 	 1.276159 	 0.438861 
5580 	 -0.000425 	 1.204332 	 -0.276518 	 -0.104787 	 -0.791998 
5581 	 -0.000304 	 1.080282 	 2.995985 	 0.586559 	 2.635118 
5582 	 -0.000606 	 1.424475 	 0.991324 	 0.381152 	 1.798715 
5583 	 -0.001151 	 1.408616 	 -1.609397 	 -0.941373 	 -1.016132 
5584 	 -0.000173 	 1.261475 	 2.319416 	 -1.153433 	 -2.752262 
5585 	 -0.000296 	 1.281342 	 2.257885 	 0.630784 	 -3.109795 
5586 	 -0.000454 	 1.377402 	 -2.509259 	 -0.361045 	 1.589265 
5587 	 -0.001031 	 1.354942 	 1.595116 	 1.343035 	 2.960783 
5588 	 -0.000652 	 1.145134 	 -0.355661 	 -0.131556 	 -0.535065 
5589 	 -0.000367 	 1.245479 	 2.749712 	 0.927402 	 -0.537497 
5590 	 -0.000467 	 1.206663 	 2.403570 	 0.360776 	 -1.463718 
5591 	 -0.000494 	 1.480418 	 -2.708455 	 -0.310005 	 1.258335 
5592 	 -0.000477 	 1.255822 	 -1.898444 	 0.676508 	 -0.261469 
5593 	 -0.000162 	 1.270284 	 3.056529 	 -1.180345 	 -0.301272 
5594 	 -0.000317 	 1.287838 	 -1.442682 	 0.987579 	 -2.530074 
5595 	 -0.000318 	 1.282840 	 0.566664 	 1.456791 	 -2.065112 
5596 	 -0.000964 	 1.162628 	 -0.102923 	 0.552411 	 1.514724 
5597 	 -0.000327 	 1.238797 	 2.043426 	 0.506767 	 3.118419 
5598 	 -0.000347 	 1.323382 	 1.831963 	 0.605518 	 -0.780906 
5599 	 -0.000338 	 1.355979 	 1.225808 	 -0.256279 	 -1.028291 
5600 	 -0.000287 	 1.326391 	 -2.063418 	 0.924286 	 0.494203 
5601 	 -0.000554 	 1.342381 	 -1.517396 	 0.861771 	 1.182970 
5602 	 -0.000687 	 1.222728 	 1.932752 	 -1.262338 	 -1.145703 
5603 	 -0.000335 	 1.130034 	 1.657224 	 0.275770 	 2.721790 
5604 	 -0.000483 	 1.296760 	 0.374539 	 0.033254 	 2.412948 
5605 	 -0.000835 	 1.421934 	 1.880117 	 1.257966 	 -1.216078 
5606 	 -0.000637 	 1.194769 	 -3.076437 	 0.583228 	 1.854614 
5607 	 -0.000295 	 1.307699 	 1.174737 	 -0.968184 	 2.478656 
5608 	 -0.000235 	 1.273971 	 -2.053149 	 0.738485 	 -0.651079 
5609 	 -0.000157 	 1.386247 	 -0.892587 	 0.331084 	 -0.945174 
5610 	 -0.000564 	 1.259354 	 -0.980869 	 0.536528 	 0.265238 
5611 	 -0.000271 	 1.235994 	 -2.468304 	 -0.105173 	 1.728143 
5612 	 -0.000215 	 1.344065 	 -1.188615 	 -0.932856 	 0.451936 
5613 	 -0.000371 	 1.220868 	 2.833989 	 -0.057652 	 -2.171423 
5614 	 -0.000428 	 1.279119 	 3.027070 	 0.570147 	 -1.326420 
5615 	 -0.001132 	 1.458232 	 1.514994 	 0.834737 	 1.923704 
5616 	 -0.000167 	 1.263392 	 2.135694 	 0.924433 	 -0.348874 
5617 	 -0.000491 	 1.212716 	 1.544718 	 0.563619 	 2.879721 
5618 	 -0.000800 	 1.460667 	 -1.563733 	 0.345019 	 1.716802 
5619 	 -0.001411 	 1.439357 	 1.619502 	 0.607029 	 -1.455964 
5620 	 -0.000528 	 1.448161 	 -0.859095 	 0.474705 	 2.114081 
5621 	 -0.000327 	 1.389912 	 -2.162765 	 -0.387054 	 -0.809374 
5622 	 -0.000430 	 1.346578 	 1.001461 	 -0.081463 	 1.503245 
5623 	 -0.000375 	 1.332402 	 -1.823877 	 0.045653 	 -2.141790 
5624 	 -0.000301 	 1.251493 	 2.413117 	 1.286623 	 -2.251401 
5625 	 -0.000245 	 1.231967 	 -1.204747 	 -0.436055 	 -0.542874 
5626 	 -0.000369 	 1.155245 	 -0.240765 	 -0.466536 	 -1.538826 
5627 	 -0.000486 	 1.383048 	 0.522144 	 0.695515 	 -2.911234 
5628 	 -0.000299 	 1.105520 	 2.608905 	 0.337424 	 2.850148 
5629 	 -0.000299 	 1.258222 	 -1.470888 	 0.150132 	 -2.194786 
5630 	 -0.000831 	 1.400754 	 -2.754079 	 -0.235962 	 1.205402 
5631 	 -0.000890 	 1.335809 	 1.734188 	 1.077175 	 1.270282 
5632 	 -0.000161 	 1.223805 	 2.314023 	 -0.924557 	 2.990434 
5633 	 -0.000404 	 1.119969 	 2.542717 	 1.286665 	 1.126244 
5634 	 -0.000602 	 1.338202 	 -2.297707 	 -1.124791 	 1.205808 
5635 	 -0.000298 	 1.251979 	 0.593625 	 -0.500606 	 -2.070074 
5636 	 -0.002101 	 1.332062 	 1.505846 	 -1.167858 	 1.398592 
5637 	 -0.000195 	 1.320093 	 1.241853 	 0.250961 	 1.962372 
5638 	 -0.000265 	 1.178081 	 -2.144866 	 0.637382 	 -1.190106 
5639 	 -0.000647 	 1.258888 	 -0.431888 	 -0.666752 	 0.353838 
5640 	 -0.000168 	 1.402233 	 0.450858 	 -0.730897 	 2.291522 
5641 	 -0.000221 	 1.150099 	 2.769015 	 0.368477 	 -0.799755 
5642 	 -0.000513 	 1.390174 	 3.078209 	 -0.973102 	 1.719591 
5643 	 -0.000928 	 1.276210 	 -1.208305 	 0.715068 	 -1.771411 
5644 	 -0.000508 	 1.386212 	 0.565250 	 -0.017130 	 -0.101888 
5645 	 -0.000685 	 1.284715 	 -2.147012 	 -0.309992 	 1.581941 
5646 	 -0.000927 	 1.274773 	 -1.113333 	 -0.657062 	 -1.975203 
5647 	 -0.000349 	 1.277633 	 1.878203 	 0.997856 	 -3.073597 
5648 	 -0.000317 	 1.317122 	 0.583340 	 -0.204258 	 -2.301196 
5649 	 -0.001336 	 1.144513 	 0.515678 	 -0.652263 	 3.030095 
5650 	 -0.000154 	 1.249129 	 -2.154827 	 0.240003 	 2.233226 
5651 	 -0.001010 	 1.303919 	 2.221881 	 -0.746383 	 1.656834 
5652 	 -0.000212 	 1.475036 	 -2.505464 	 -0.114984 	 0.867801 
5653 	 -0.000442 	 1.357864 	 0.578652 	 0.378628 	 1.526236 
5654 	 -0.000434 	 1.338503 	 -2.625054 	 1.207879 	 0.502337 
5655 	 -0.000317 	 1.194368 	 -0.643387 	 0.460636 	 1.137684 
5656 	 -0.000257 	 1.165755 	 1.172144 	 -0.578474 	 2.614741 
5657 	 -0.000300 	 1.049644 	 -3.013769 	 0.493366 	 -0.089726 
5658 	 -0.000782 	 1.524653 	 -1.407091 	 -0.871887 	 -1.978613 
5659 	 -0.001630 	 1.478034 	 1.527029 	 -0.923947 	 -1.311671 
5660 	 -0.000234 	 1.154166 	 2.625636 	 0.545152 	 2.382002 
5661 	 -0.001094 	 1.245834 	 2.071823 	 0.313704 	 1.529774 
